S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'34300.',b'03-Aug-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'Repairs to bed dam and providing shuttering arrangement at Karuvattu voikal in T.R.Pattinam./ 05-01/IPH/TN/2020-21 / 2020_PWDC3_6383_1',b'Puducherry UT',b'2020_PWDC3_6383_1'
b'34281.',b'21-Nov-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'Providing additional source of Water Supply Scheme Kathiyadi (Karyati) and Benska in G.P. Osal under WSS Sher Bhatouli Guniala in G.P. Osal Tehsil Dalhousie Distt. Chamba (HP)/ No. JSV-DLU-E-Ten/20- 4059-94 / 2020_HPIPH_38898_1',b'Himachal Pradesh',b'2020_HPIPH_38898_1'
b'34282.',b'20-Aug-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'Side Protection works/ 11/ET/EE-MI/2020-21 / 2020_Irrig_371721_1',b'Kerala',b'2020_Irrig_371721_1'
b'34283.',b'24-Sep-2020 12:00 AM',b'15-Jul-2020 10:00 AM',"b'S.T.B.T. TO CHINCHOLI TO SONARI BK ROAD, VR-08, KM. 0/00 TO 1/00 WITH VHP KM. 0/450,   TQ. PHULAMBRI./ ZPA/WORKS/3054/24/62020 / 2020_AURAN_587901_2'",b'Maharashtra',b'2020_AURAN_587901_2'
b'34284.',b'07-Sep-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'CONSTRUCTION OF WBM AND BT ROAD  IN SARSWATI COLONY S T COLONY AT VASUMBE TAL TASGAON DIST SANGLI/ ET 02/2020-21 / 2020_SANGL_593332_5',b'Maharashtra',b'2020_SANGL_593332_5'
b'34285.',b'21-Nov-2020 12:00 AM',b'15-Jul-2020 10:00 AM',"b'Providing Water Supply Scheme to P.C. habitations of census Village  Lodhar Garh, Basolda, Chaladni, Kakroti, Kathla and Nahna in G.P. Kakroti, Kathla and Dhullara in Tehsil Bhattiyat Distt. Chamba (HP)/ No. JSV-DLU-E-Ten/20- 4059-95 / 2020_HPIPH_38899_1'",b'Himachal Pradesh',b'2020_HPIPH_38899_1'
b'34286.',b'03-Aug-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'Repairs to bed dam and providing shuttering arrangement at Karuvattu voikal in T.R.Pattinam./ 05-01/IPH/TN/2020-21 / 2020_PWDC3_6383_1',b'Puducherry UT',b'2020_PWDC3_6383_1'
b'34287.',b'31-Jul-2021 12:00 AM',b'15-Jul-2020 10:00 AM',b'R R Damages on Dhakryana to Sua road Km 0/00 to Km 6/00 SH Providing GSB on various RDs/ 2834-41 / 2020_PWD_38824_1',b'Himachal Pradesh',b'2020_PWD_38824_1'
b'34288.',b'04-Aug-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'WBPWD/EEKIT/E-NIT-019/T/20-21/ WBPWD/EEKIT/E-NIT-019/T/20-21 / 2020_WBPWD_289632_1',b'West Bengal',b'2020_WBPWD_289632_1'
b'34289.',b'03-Sep-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'CONSTRUCTION OF BANDIST GUTTER AT NAVBOUDDHA SAMAJ AT VAJRACHOUNDE TAL TASGAON/ 01/2020-21 / 2020_SANGL_594243_1',b'Maharashtra',b'2020_SANGL_594243_1'
b'34290.',b'09-Sep-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'SDRF 2019-20 Vellimala uppukuzhi road in Thenmala G.P&amp;#x0d;/ D.495/2020 ETENDER / 2020_LSGD_371718_14',b'Kerala',b'2020_LSGD_371718_14'
b'34271.',b'17-Dec-2020 12:00 AM',b'15-Jul-2020 10:50 AM',b'Construction of Shop in ward 15 Ramdwara Phase-I  at Baroda disst. sheopur/ UADD_2020_BARODA_18 / 2020_UAD_97846_1',b'Madhya Pradesh',b'2020_UAD_97846_1'
b'34272.',b'14-Oct-2020 12:00 AM',b'15-Jul-2020 10:30 AM',"b'Cement, Steel, Sand, Bricks, Tiles, Kota Stone/ STORE/2020-21/E01 / 2020_MPFD_96968_1'",b'Madhya Pradesh',b'2020_MPFD_96968_1'
b'34273.',b'26-Dec-2020 12:00 AM',b'15-Jul-2020 10:30 AM',b'Annuale Repair of 20 H.P. Non Clog Sewage Submersible Motor Pump Set. At Bheruhgarh Sewage Pump House/ PHE/E-TENDER 138/2020 / 2020_UAD_74333_2',b'Madhya Pradesh',b'2020_UAD_74333_2'
b'34274.',b'21-Oct-2020 12:00 AM',b'15-Jul-2020 10:30 AM',b'providing and laying dust diffrent ward muncipal area chhatarpur/ 2511 / 2020_UAD_97958_1',b'Madhya Pradesh',b'2020_UAD_97958_1'
b'34275.',b'12-Nov-2020 12:00 AM',b'15-Jul-2020 10:30 AM',"b'Manufacturing of L.S. Bee Hives with Full Super, Shallow Super and Mating Nuclei for Apis mellifera Bees at IBDC Ramnagar Kurukshetra/ HORT/105 / 2020_HRY_135673_1'",b'Haryana',b'2020_HRY_135673_1'
b'34276.',b'28-Sep-2020 12:00 AM',b'15-Jul-2020 10:30 AM',b'cosnt. of atal bal udhyan circit house road  behind BJP office chhatarpur/ 2445 / 2020_UAD_97946_1',b'Madhya Pradesh',b'2020_UAD_97946_1'
b'34277.',b'11-Aug-2020 12:00 AM',b'15-Jul-2020 10:30 AM',b'DNIT Operation and Maintenance of Sewerage Scheme of Batala Town Town for 9 months from 01 07 2020 to 31 03 2021/ 06 of 2020-2021 / 2020_DLG_49459_2',b'Punjab',b'2020_DLG_49459_2'
b'34278.',b'02-Jan-2021 12:00 AM',b'15-Jul-2020 10:30 AM',b'Construction work of wbm road From Khurai Bina Bypass to Trenching Ground/ 165-1 / 2020_UAD_97953_1',b'Madhya Pradesh',b'2020_UAD_97953_1'
b'34279.',b'02-Sep-2020 12:00 AM',b'15-Jul-2020 10:00 AM',b'Sustainability of Source to Water Supply Scheme Chakki in G.P. Jandrog in Tehsil Bhattiyat Distt. Chamba (HP)/ No. JSV-DLU-E-Ten/20- 4059-96 / 2020_HPIPH_38900_1',b'Himachal Pradesh',b'2020_HPIPH_38900_1'
b'34280.',b'28-Oct-2020 12:00 AM',b'15-Jul-2020 10:00 AM',"b'Construction of Water Tank of Capacity 2,00,000 litre at Shore Point village under Gram Panchayat Shore Point/ NIT No.27/EE/RCD/APWD/WG/2020-21 / 2020_APWD_500_1'",b'Andaman and Nicobar Island',b'2020_APWD_500_1'
b'34261.',b'11-Sep-2020 12:00 AM',b'15-Jul-2020 11:30 AM',"b'Site development, construction of building portion, water supply and sanitary installation, septic tank, rain water harvesting tank etc./ PW-MDI-Tender-NIT- 6002-6037 dated 06.07.2020 / 2020_PWD_38904_1'",b'Himachal Pradesh',b'2020_PWD_38904_1'
b'34262.',b'22-Jul-2020 01:55 PM',b'15-Jul-2020 11:16 AM',"b'Supply, delivery and installation of 1 no Dual Gas fired and Oil fired Crematorium and construction of amenities at Gopanapally for cremation of COVID 19 dead bodies in Serilingampally Circle-20,SLP Zone, GHMC (Item No.1)/ NIT.No.11/SE/Slp.Zone/GHMC/2020-21, Date: 14.07.2020 / 185262'",b'Telegana',b'185262'
b'34263.',b'23-Jul-2020 12:00 AM',b'15-Jul-2020 11:05 AM',b'As Per NIT/ GP/ARANGAON/ET/05/2020-21 / 2020_AHMED_594438_2',b'Maharashtra',b'2020_AHMED_594438_2'
b'34264.',b'22-Oct-2020 12:00 AM',b'15-Jul-2020 11:00 AM',b'Annual Maintenance Plan for the year 2020 21 for Parwanoo Gadyar road SH Providing and laying renewal coat by providing 30mm thick Bituminous Concrete  thermoplastic edge line in Km  0/00 to 2/00 Under NABARD VR0155 Substituted from Old Kalka/ 2834-41 / 2020_PWD_38875_1',b'Himachal Pradesh',b'2020_PWD_38875_1'
b'34265.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 11:00 AM',b'A/R and M/O to Sukhi Johri Kanda Katal ka Bagg road  Km 0/0 to 15/045 SH Repair of pot holes with WBM G III at RD 0/00 to 6/00 and 12/00 to 14/885/ 2834-41 / 2020_PWD_38865_1',b'Himachal Pradesh',b'2020_PWD_38865_1'
b'34266.',b'08-Dec-2020 12:00 AM',b'15-Jul-2020 11:00 AM',b'Improvement of Road from Vathar Turf Vadgaon Bhadole Latwade Bhendawade Khochi Vathar Turf Udgaon Narande to NH 192 ODR 28/ RE E TENDER NO 18-01/2020-21 (Second Call) / 2020_KOLHA_594620_1',b'Maharashtra',b'2020_KOLHA_594620_1'
b'34267.',b'07-Aug-2020 12:00 AM',b'15-Jul-2020 11:00 AM',b'Const of CC road from the h/o Narayan Shit to Shitala Mandir Under Bargodagodar G.P./ WB/PM/NDK/BGGP/e-NIT-01/20-21 / 2020_ZPHD_289667_1',b'West Bengal',b'2020_ZPHD_289667_1'
b'34268.',b'20-Aug-2020 12:00 AM',b'15-Jul-2020 11:00 AM',b'LAC ADS Adoor Assembly  Constituency - 11805 Construction of Anganvadi No 24 Theppupara in Ezhamkulam G.P&amp;#x0d;/ 04/2020-2021/EE/LSGD/PTA / 2020_LSGD_371356_3',b'Kerala',b'2020_LSGD_371356_3'
b'34269.',b'08-Dec-2020 12:00 AM',b'15-Jul-2020 11:00 AM',"b'Improvement of Ambap Vadgaon Latwade Road K.M.1/00 to 4/00 ODR 29, Tal.Hatkanagale/ RE E TENDER NO 20/2020-21 (Second Call) / 2020_KOLHA_594621_1'",b'Maharashtra',b'2020_KOLHA_594621_1'
b'34270.',b'08-Dec-2020 12:00 AM',b'15-Jul-2020 11:00 AM',"b'Improvement of Road from  O.D.R. No.28 to (Vathar Turf Vadgaon) Kumbhoj, Road V.R.14/ RE E TENDER NO 18-01/2020-21 (Second Call) / 2020_KOLHA_594620_2'",b'Maharashtra',b'2020_KOLHA_594620_2'
b'34241.',b'21-Sep-2020 12:00 AM',b'15-Jul-2020 12:35 PM',b'Construction of Parking Shed of Cars by Pdg. And fixing of 0.5mm thick precoated galvanized steel profile sheet roofing in Govt. Women College at Madlauda./ PWD_PNP_96 / 2020_HRY_135762_1',b'Haryana',b'2020_HRY_135762_1'
b'34242.',b'08-Dec-2020 12:00 AM',b'15-Jul-2020 12:30 PM',"b'P and F of pavers and other Civil work in B type qtr. At Makroniya,Sagar./ 1061-5 / 2020_PKVVC_97970_1'",b'Madhya Pradesh',b'2020_PKVVC_97970_1'
b'34243.',b'01-Oct-2020 12:00 AM',b'15-Jul-2020 12:30 PM',b'General repair and renewal with PC on Rampakudar link road/ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_492621_1',b'Uttar Pradesh',b'2020_CEUVZ_492621_1'
b'34244.',b'08-Sep-2020 12:00 AM',b'15-Jul-2020 12:15 PM',b'Material Supply for  Various MGNREGS Works/ 01/MGNREGS/2020-21 / 2020_DP_371710_1',b'Kerala',b'2020_DP_371710_1'
b'34245.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 12:15 PM',b'SALE OF SUGAR/ 2020/07/15/NSRSUGAR/08 / 2020_Coop_50604_1',b'Punjab',b'2020_Coop_50604_1'
b'34246.',b'01-Aug-2020 12:00 AM',b'15-Jul-2020 12:10 PM',b'CONSTRUCTION OF UG CEMENT CONCRETE DRAIN AT SHUDHODHAN NAGAR  SATTARMAL GP HANWATKHEDA/ 2020_YAVAT_GP-HANWATHKHEDA / 2020_YAVAT_594685_2',b'Maharashtra',b'2020_YAVAT_594685_2'
b'34247.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 12:00 PM',b'Annual Plan 2020-21 - Implementation of Plan Schemes under Commissionerate of Food Safety - Providing Passenger lift and Air conditioning System in Food Safty Commissionarate Building.-Part I-SITC of 6 passenger lift\t\t&amp;#x0d;/ EDT_ET_12_2020_21 / 2020_PWD_368978_2',b'Kerala',b'2020_PWD_368978_2'
b'34248.',b'09-Nov-2020 12:00 AM',b'15-Jul-2020 12:00 PM',"b'ST and  BT to Internal road at Village Pohale Turf Borgaon  Tal. Panhala, Dist. Kolhapur./ E Tender Notice No.05 (Open) / 2020_PWDRP_594693_1'",b'Maharashtra',b'2020_PWDRP_594693_1'
b'34249.',b'07-Sep-2020 12:00 AM',b'15-Jul-2020 12:00 PM',"b'Const. of IPB in Open Area Trade Tower, Sirsa/ MCSIRSA1 / 2020_HRY_135751_3'",b'Haryana',b'2020_HRY_135751_3'
b'34250.',b'31-Aug-2020 12:00 AM',b'15-Jul-2020 12:00 PM',"b'Renovation of Girls Toilet at Science Block ( In front of ramp) in Ground 1st, 2nd and 3rd floor at P.G.G.C Girls, Sector 42, Chandigarh./ PH7/2020/47.95 / 2020_CHD_56067_1'",b'Chandigarh UT',b'2020_CHD_56067_1'
b'34231.',b'11-Sep-2020 12:00 AM',b'15-Jul-2020 01:00 PM',b'Vrindavanam Cement Godown road  Re  mettalling  Tarring ward 5/ 15/AE/TP/20-21 / 2020_LSGD_371846_1',b'Kerala',b'2020_LSGD_371846_1'
b'34232.',b'29-Sep-2020 12:00 AM',b'15-Jul-2020 12:50 PM',b'SDR to Repair to District  Session court building Family court Repair to Diwani court building at District and Session court Amravati/ 2020_AMT_PWD_5 / 2020_PWR_594386_1',b'Maharashtra',b'2020_PWR_594386_1'
b'34233.',b'14-Oct-2020 12:00 AM',b'15-Jul-2020 12:50 PM',b'Regarding Tender of Weigh Bridge from 01-08-2020 to 31-07-2022 of Market Committee Makhu/ PMBSMCWB2020 / 2020_DOA_50597_1',b'Punjab',b'2020_DOA_50597_1'
b'34234.',b'29-Sep-2020 12:00 AM',b'15-Jul-2020 12:50 PM',"b'Repair to civil surgeon bunglow near hotel mehfil ,Judge quarter bramahaputra Class IV qtr Zelam  Class IV qtr Chinab Dy.Director Qtr.Govt.ITI ,Principal Qtr.Govt,Technical School Amravati/ 2020_AMT_PWD_6 / 2020_PWR_594443_1'",b'Maharashtra',b'2020_PWR_594443_1'
b'34235.',b'15-Oct-2020 12:00 AM',b'15-Jul-2020 12:50 PM',"b'Construction of Wachanalaya in Eknath vihar,P.N.18 in Rajapeth in AMC Area Amravati/ 2020_AMT_PWD_4 / 2020_PWR_594314_1'",b'Maharashtra',b'2020_PWR_594314_1'
b'34236.',b'15-Oct-2020 12:00 AM',b'15-Jul-2020 12:50 PM',b'Repairs to girls hostel building at Regional sports Complex near district stadium at Amravati/ 2020_AMT_PWD_4 / 2020_PWR_594314_2',b'Maharashtra',b'2020_PWR_594314_2'
b'34237.',b'29-Sep-2020 12:00 AM',b'15-Jul-2020 12:50 PM',"b'SDR to ward 2,3,5,6  8 civil surgeon office building 1st floor,ward no.12 to 36 and O.T.building 1st floor,ward no.10.11  17 building 1st floor at District Genral Hospital Amravati/ 2020_AMT_PWD_7 / 2020_PWR_594473_1'",b'Maharashtra',b'2020_PWR_594473_1'
b'34238.',b'29-Sep-2020 12:00 AM',b'15-Jul-2020 12:50 PM',b'SDR to AVTS building Repair to Maintenance building and boys hostel building govt.ITI  Repairs to main building at govt.technical school at Amravati/ 2020_AMT_PWD_8 / 2020_PWR_594502_1',b'Maharashtra',b'2020_PWR_594502_1'
b'34239.',b'01-Oct-2020 12:00 AM',b'15-Jul-2020 12:45 PM',b'General repair and renewal with PC on Nawa Tola to Tekuary link road/ 1273/3A Dated-01.07.2020 / 2020_CEUVZ_492609_1',b'Uttar Pradesh',b'2020_CEUVZ_492609_1'
b'34240.',b'18-Jul-2020 12:00 AM',b'15-Jul-2020 12:40 PM',b'CONTRUCTION OF DAHAN SHADE IN SMASHANBHUMI AT MOHADI TQ MAHAGAON DIST YAVATMAL/ YTL/MAHAGAON/MOHADI/19-20 / 2020_YAVAT_590290_2',b'Maharashtra',b'2020_YAVAT_590290_2'
b'34211.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L earth filling and DB Paving in back side Satyam Palace and RoomyWali Gali W.No. 13/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_15',b'Punjab',b'2020_DLG_50541_15'
b'34212.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile Bhai Kartar Singh St. main and link streets W.No. 17/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_16',b'Punjab',b'2020_DLG_50541_16'
b'34213.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Pandit Jai Dyal Street and link streets W.No. 17/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_17',b'Punjab',b'2020_DLG_50541_17'
b'34214.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'P/L interlocking tile in Hakiman Wali Gali, Sh. Darbar Sahib Gate No. 3 AND 5 Streets and links W.No. 11/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_13'",b'Punjab',b'2020_DLG_50541_13'
b'34215.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'P/L interlocking tile in Kotli road Gali No. 2, 3, 5, 6, 7 W.No. 28/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_23'",b'Punjab',b'2020_DLG_50541_23'
b'34216.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Dr. Darshan Wali Gali W.No. 28/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_22',b'Punjab',b'2020_DLG_50541_22'
b'34217.',b'20-Aug-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'Constructing Kitchen Shed For School At Warwandi Tal Dindori Dist Nashik/ VP/GP/WORK/2020-21/3-4 / 2020_NASHI_594758_2',b'Maharashtra',b'2020_NASHI_594758_2'
b'34218.',b'04-Aug-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'Supply and installation of Fabrication, Modular Workstation and Other Furniture at  ILGUS BHAVAN/ 134/MA/AMRUT/R-31/2019 / 2020_MAD_289703_1'",b'West Bengal',b'2020_MAD_289703_1'
b'34219.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 01:45 PM',b'Constructon of School Class Room In Z.P. Marathi Primary School At. Wakad Jh.  G.P. Keshav Shivni Tq S.Raja Dist. Buldhana/ 01_2019/2020 / 2020_BULDH_594768_2',b'Maharashtra',b'2020_BULDH_594768_2'
b'34220.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 01:40 PM',"b'Construction Of Compound Wall For ZP School Building At Village Kalkheda,Tal.Dhule,Dist.Dhule/ GP/KALKHEDA/10/2020-21 / 2020_DHULE_594762_1'",b'Maharashtra',b'2020_DHULE_594762_1'
b'34201.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile and Re-laying in various areas W.No. 8/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_11',b'Punjab',b'2020_DLG_50541_11'
b'34202.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Nursury School Wali Gali and links W.No. 12/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_14',b'Punjab',b'2020_DLG_50541_14'
b'34203.',b'26-Sep-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'100 Nos. Resistivity Survey Work in BARWANI&amp;#x0d;\nDISTRICT/ 07 / 2020_PHED_97037_1',b'Madhya Pradesh',b'2020_PHED_97037_1'
b'34204.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'P/L interlocking tile Namdev Nagar, Dashmesh Nagar and Ekta complex W.No. 7/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_10'",b'Punjab',b'2020_DLG_50541_10'
b'34205.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Baba Jiwan Singh Nagar streets W.No. 25/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_20',b'Punjab',b'2020_DLG_50541_20'
b'34206.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile surgapuri and Baba Farid Nagar st. no. 1 links W.No. 8/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_12',b'Punjab',b'2020_DLG_50541_12'
b'34207.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Guruharsahai road link streets W.No. 25/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_21',b'Punjab',b'2020_DLG_50541_21'
b'34208.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'P/L interlocking tile in Hakiman Wali Gali, Sh. Darbar Sahib Gate No. 3 AND 5 Streets and links W.No. 11/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_13'",b'Punjab',b'2020_DLG_50541_13'
b'34209.',b'27-Sep-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'100 Nos. Resistivity Survey Work in KHANDWA&amp;#x0d;\nDISTRICT/ 05 / 2020_PHED_97034_1',b'Madhya Pradesh',b'2020_PHED_97034_1'
b'34210.',b'10-Aug-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'WE NEED AVEHICLE, DOCTOR, NURSE, DMLT,DRIVER AND MEDICINES/ DPMSU-IDKI/1246/PRO/2020/DPMSU / 2020_DHS_371540_1'",b'Kerala',b'2020_DHS_371540_1'
b'34191.',b'17-Jul-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'SALE OF SUGAR/ NKD/Sugar Sale/49 / 2020_Coop_50613_1',b'Punjab',b'2020_Coop_50613_1'
b'34192.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Guruharsahai road link streets W.No. 25/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_21',b'Punjab',b'2020_DLG_50541_21'
b'34193.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'SUGAR TRANSPORTATION UJJAIN TO BHURANPUR TENDER/ PUR/SUGAR TRANSPORATOPN UJJAINTENDER DATE 14-07-20 / 2020_MPCDF_97957_1',b'Madhya Pradesh',b'2020_MPCDF_97957_1'
b'34194.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Kotli Road W.No. 1/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_7',b'Punjab',b'2020_DLG_50541_7'
b'34195.',b'14-Aug-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'4.Construction compound wall and Kitchen room ,WC Unit for ZP School Building Bhadalewasti Ward No.1 at Wagholi Tal Haveli Dist Pune/ GPW/E-TENDER/2020-21/2_2 / 2020_RDPUN_594708_4'",b'Maharashtra',b'2020_RDPUN_594708_4'
b'34196.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'P/L interlocking tile Namdev Nagar, Dashmesh Nagar and Ekta complex W.No. 7/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_10'",b'Punjab',b'2020_DLG_50541_10'
b'34197.',b'11-Sep-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'Annual Mace. 2020 - Leak rectification works of pipe line for RWSS to Chenneerkara Mezhuveli, Omalloor Thottathil Bhagom, Kulanada, WSS to Punnakunnu and Mezhuveli HC/ 213/2019-20/EE/PH/PTA / 2020_KWA_352138_2'",b'Kerala',b'2020_KWA_352138_2'
b'34198.',b'19-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile and Re-laying in various areas W.No. 8/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_11',b'Punjab',b'2020_DLG_50541_11'
b'34199.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in various street W.No. 24/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_19',b'Punjab',b'2020_DLG_50541_19'
b'34200.',b'14-Aug-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'3.Construction of WC Unit at Z P School Building at Wagholi Tal Haveli Dist Pune/ GPW/E-TENDER/2020-21/2_2 / 2020_RDPUN_594708_3',b'Maharashtra',b'2020_RDPUN_594708_3'
b'34181.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:30 PM',"b'FURNISHING WORK FOR  100 BEDDED HOSPITAL AT PT. DEEN DAYAL UPADHYAY GOVT. CORONATION HOSPITAL, DEHRADUN/ 1550/Nivida(Garhwal)/255 Dated 14/07/2020 / 2020_MDPEY_24983_1'",b'Uttarakhand',b'2020_MDPEY_24983_1'
b'34182.',b'01-Aug-2020 12:00 AM',b'15-Jul-2020 02:20 PM',"b'Proviing Paver Block in Ramabai Nagar At Village Dhadara,Tal.Dhule,Dist.Dhule/ GP/DHDARA/04/2020-21 / 2020_DHULE_594787_1'",b'Maharashtra',b'2020_DHULE_594787_1'
b'34183.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'Construction of Sabhagruha At Village Khamgaon Gramin Tq Khamgaon Dist Buldhana/ ETENDER NOTICE 01/2020-21 / 2020_BULDH_594730_1',b'Maharashtra',b'2020_BULDH_594730_1'
b'34184.',b'10-Aug-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'WE NEED AVEHICLE, DOCTOR, NURSE, DMLT,DRIVER AND MEDICINES/ DPMSU-IDKI/1246/PRO/2020/DPMSU / 2020_DHS_371540_1'",b'Kerala',b'2020_DHS_371540_1'
b'34185.',b'04-Aug-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'Supply and installation of Fabrication, Modular Workstation and Other Furniture at  ILGUS BHAVAN/ 134/MA/AMRUT/R-31/2019 / 2020_MAD_289703_1'",b'West Bengal',b'2020_MAD_289703_1'
b'34186.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',"b'P/L interlocking tile in Kotli road Gali No. 2, 3, 5, 6, 7 W.No. 28/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_23'",b'Punjab',b'2020_DLG_50541_23'
b'34187.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Dr. Darshan Wali Gali W.No. 28/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_22',b'Punjab',b'2020_DLG_50541_22'
b'34188.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'P/L interlocking tile in Baba Jiwan Singh Nagar streets W.No. 25/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_20',b'Punjab',b'2020_DLG_50541_20'
b'34189.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'SUGAR TRANSPORTATION UJJAIN TO BHURANPUR TENDER/ PUR/SUGAR TRANSPORATOPN UJJAINTENDER DATE 14-07-20 / 2020_MPCDF_97957_1',b'Madhya Pradesh',b'2020_MPCDF_97957_1'
b'34190.',b'09-Sep-2020 12:00 AM',b'15-Jul-2020 02:00 PM',b'Providing and Laying of 4 inch dia AC Water supply Line at Satnam Nagar/ MCJ/OM/2020/30B / 2020_DLG_50296_4',b'Punjab',b'2020_DLG_50296_4'
b'34171.',b'26-Nov-2020 12:00 AM',b'15-Jul-2020 03:00 PM',"b'Construction of 15,000 Gallon capacity RCC ground level reservoir with pump house including laying of pipeline, providing and Installation of pump motor set etc. at Khamar para DWS Sub-Division, Rupaichari during the year 2020-21./ 04/DNIeT/SE/DWSC/UDP/2020-21 / 2020_CEDWS_11358_1'",b'Tripura',b'2020_CEDWS_11358_1'
b'34172.',b'30-Sep-2020 12:00 AM',b'15-Jul-2020 03:00 PM',b'Special Repair Of Road From Village Baroda To Kohla  . In Baroda  Constituency  Distt. Sonepat Road Id 2617/ HSAMB SONEPAT 2020 / 2020_HBC_135758_1',b'Haryana',b'2020_HBC_135758_1'
